
 symbol | ts                              | close  | high   | interest | low    | open   | volume
  NOVOb | 2023-02-09 11:26:00.000000+0000 |   967 | 967.1 |        0 | 966.9 | 966.9 |    302
  NOVOb | 2023-02-09 11:27:00.000000+0000 | 967.3 | 967.3 |        0 | 966.9 | 967.1 |   2226
  NOVOb | 2023-02-09 11:28:00.000000+0000 | 967.7 | 967.7 |        0 | 967.3 | 967.3 |    980
  NOVOb | 2023-02-09 11:29:00.000000+0000 | 967.6 | 968.1 |        0 | 967.6 | 967.9 |   1025
  NOVOb | 2023-02-09 11:30:00.000000+0000 | 967.5 | 967.7 |        0 | 967.4 | 967.5 |    265
  NOVOb | 2023-02-09 11:31:00.000000+0000 | 967.2 | 967.7 |        0 | 967.2 | 967.6 |   2738
  NOVOb | 2023-02-09 11:32:00.000000+0000 | 967.1 | 967.1 |        0 | 967.1 | 967.1 |    126
  NOVOb | 2023-02-09 11:33:00.000000+0000 | 966.6 |   967 |        0 | 966.5 |   967 |    889
  NOVOb | 2023-02-09 11:34:00.000000+0000 | 967.1 | 967.1 |        0 | 966.6 | 966.6 |    385
  NOVOb | 2023-02-09 11:35:00.000000+0000 |   967 | 967.1 |        0 |   967 | 967.1 |    338
  NOVOb | 2023-02-09 11:36:00.000000+0000 | 966.7 | 966.9 |        0 | 966.7 | 966.9 |    534
  NOVOb | 2023-02-09 11:37:00.000000+0000 | 966.7 | 966.8 |        0 | 966.7 | 966.7 |    162
  NOVOb | 2023-02-09 11:38:00.000000+0000 | 966.7 | 966.7 |        0 | 966.7 | 966.7 |     51
  NOVOb | 2023-02-09 11:39:00.000000+0000 |   967 |   967 |        0 | 966.5 | 966.6 |    600
  NOVOb | 2023-02-09 11:40:00.000000+0000 | 966.9 | 967.1 |        0 | 966.9 |   967 |    476
  NOVOb | 2023-02-09 11:41:00.000000+0000 |   967 |   967 |        0 | 966.9 | 966.9 |   1164
  NOVOb | 2023-02-09 11:43:00.000000+0000 | 966.7 | 966.9 |        0 | 966.7 | 966.9 |    417
  NOVOb | 2023-02-09 11:44:00.000000+0000 | 966.6 | 966.7 |        0 | 966.6 | 966.6 |     64
  NOVOb | 2023-02-09 11:45:00.000000+0000 |   967 |   967 |        0 | 966.6 | 966.6 |    717
  NOVOb | 2023-02-09 11:46:00.000000+0000 | 967.1 | 967.1 |        0 |   967 |   967 |     69
  NOVOb | 2023-02-09 11:47:00.000000+0000 | 967.1 | 967.2 |        0 | 966.9 |   967 |    541
  NOVOb | 2023-02-09 11:49:00.000000+0000 | 966.9 |   967 |        0 | 966.9 |   967 |    377
  NOVOb | 2023-02-09 11:50:00.000000+0000 | 967.1 | 967.1 |        0 | 967.1 | 967.1 |      2
  NOVOb | 2023-02-09 11:51:00.000000+0000 | 967.1 | 967.3 |        0 |   967 |   967 |   1144
  NOVOb | 2023-02-09 11:52:00.000000+0000 | 967.1 | 967.1 |        0 |   967 |   967 |    899
  NOVOb | 2023-02-09 11:53:00.000000+0000 | 967.1 | 967.1 |        0 |   967 |   967 |    612

(296 rows)
