Requests, Executions, Response Times (ms), throughput, network
Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
TOTAL,10000,0,0,454,4.54,0.000%,9746.58869,1227.84,0.00,129.0
